"index","id","beer_name","style","ounces","abv","ibu","brewery_id","brewery_name","city","state"
"1.0","1.0","1.0","1.0","0.7771835327148438","0.7990078926086426","0.0026187344919890165","1.0","1.0","1.0","0.9483197331428528"
"1.0","1.0","1.0","1.0","0.0057534100487828255","0.8943077921867371","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.7706122994422913","0.9196065068244934","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.7771835327148438","0.0020139452535659075","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.0075509315356612206","0.8965831995010376","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.7771835327148438","0.9174348711967468","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.0057534100487828255","0.00321099441498518","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.7706122994422913","0.8658214211463928","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.0057534100487828255","0.8666219711303711","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.7706122994422913","0.9024767279624939","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.0057534100487828255","0.9171038866043091","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.0057534100487828255","0.9254173040390015","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.0075509315356612206","0.0019768199417740107","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.0057534100487828255","0.8704336881637573","0.0026187344919890165","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.7706122994422913","0.0023135298397392035","0.9989725351333618","1.0","1.0","1.0","0.9512379765510559"
"1.0","1.0","1.0","1.0","0.7706122994422913","0.8381066918373108","0.0026187344919890165","1.0","1.0","1.0","0.9483197331428528"
"1.0","1.0","1.0","1.0","0.0057534100487828255","0.8381066918373108","0.0026187344919890165","1.0","1.0","1.0","0.9483197331428528"
