"index","id","beer_name","style","ounces","abv","ibu","brewery_id","brewery_name","city","state"
"1.0","1.0","1.0","1.0","0.7925716042518616","0.7980432510375977","1.0","1.0","1.0","1.0","0.7702878713607788"
"1.0","1.0","1.0","1.0","0.788026750087738","0.8080821633338928","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.7984591722488403","0.7490062117576599","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.7925716042518616","0.47894683480262756","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.7785807251930237","0.8164958357810974","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.7925716042518616","0.8151811957359314","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.788026750087738","0.45476609468460083","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.7984591722488403","0.8232479095458984","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.788026750087738","0.8302851319313049","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.7984591722488403","0.8308196067810059","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.788026750087738","0.780440628528595","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.788026750087738","0.7520012855529785","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.7785807251930237","0.2612205147743225","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.788026750087738","0.8468678593635559","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.7984591722488403","0.23142974078655243","1.0","1.0","1.0","1.0","0.7764825224876404"
"1.0","1.0","1.0","1.0","0.7984591722488403","0.7727764844894409","1.0","1.0","1.0","1.0","0.7702878713607788"
"1.0","1.0","1.0","1.0","0.788026750087738","0.7727764844894409","1.0","1.0","1.0","1.0","0.7702878713607788"
"1.0","1.0","1.0","1.0","0.8008488416671753","0.7727764844894409","1.0","1.0","1.0","1.0","0.7702878713607788"
"1.0","1.0","1.0","1.0","0.7984591722488403","0.7727764844894409","1.0","1.0","1.0","1.0","0.7702878713607788"
"1.0","1.0","1.0","1.0","0.788026750087738","0.8092935085296631","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.788026750087738","0.8092935085296631","1.0","1.0","1.0","1.0","0.0844898596405983"
"1.0","1.0","1.0","1.0","0.0013395214919000864","0.7940978407859802","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.7785807251930237","0.7903804183006287","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.788026750087738","0.7903804183006287","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.7925716042518616","0.8247396945953369","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.7984591722488403","0.8096550703048706","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.788026750087738","0.3296242356300354","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.788026750087738","0.8096550703048706","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.788026750087738","0.7808272242546082","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.7785807251930237","0.5574372410774231","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.788026750087738","0.5574372410774231","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.788026750087738","0.8468678593635559","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.788026750087738","0.7903804183006287","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.7925716042518616","0.8247396945953369","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.7984591722488403","0.28763172030448914","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.7984591722488403","0.337057888507843","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.7785807251930237","0.7729219794273376","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.788026750087738","0.7808272242546082","1.0","1.0","1.0","1.0","0.7879303693771362"
"1.0","1.0","1.0","1.0","0.788026750087738","0.8096550703048706","1.0","1.0","1.0","1.0","0.7879303693771362"
