"index","id","beer_name","style","ounces","abv","ibu","brewery_id","brewery_name","city","state"
"1.0","1.0","1.0","1.0","0.03874105215072632","0.9717828035354614","0.0026329795364290476","1.0","1.0","0.9280796051025391","0.9704617261886597"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9323654770851135","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.030636733397841454","0.9352182149887085","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.03874105215072632","0.0018477021949365735","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.059500277042388916","0.9273099303245544","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.03874105215072632","0.9434307813644409","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.004252981394529343","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.030636733397841454","0.9085936546325684","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.8859201669692993","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.030636733397841454","0.9219223260879517","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9296280145645142","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9388915300369263","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.059500277042388916","0.001728657865896821","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.8823940753936768","0.0026329795364290476","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.030636733397841454","0.0025530122220516205","0.9991557598114014","1.0","1.0","0.9893733859062195","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.030636733397841454","0.9839059710502625","0.0026329795364290476","1.0","1.0","0.8149572610855103","0.9704617261886597"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9839059710502625","0.0026329795364290476","1.0","1.0","0.8149572610855103","0.9704617261886597"
"1.0","1.0","1.0","1.0","0.03529924899339676","0.9839059710502625","0.0026329795364290476","1.0","1.0","0.8149572610855103","0.9704617261886597"
"1.0","1.0","1.0","1.0","0.030636733397841454","0.9839059710502625","0.0026329795364290476","1.0","1.0","0.8149572610855103","0.9704617261886597"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.8888605237007141","0.0026329795364290476","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.8888605237007141","0.0026329795364290476","1.0","1.0","0.27749234437942505","0.0009001841535791755"
"1.0","1.0","1.0","1.0","0.02169652469456196","0.9487602710723877","0.9990935325622559","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.059500277042388916","0.9535771012306213","0.9990390539169312","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9535771012306213","0.0026329795364290476","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.03874105215072632","0.9096996784210205","0.9991928935050964","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.030636733397841454","0.9448405504226685","0.9989393353462219","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.0019416672876104712","0.9989393353462219","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9448405504226685","0.9989393353462219","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9866596460342407","0.9990670084953308","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.059500277042388916","0.0018528627697378397","0.9990670084953308","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.0018528627697378397","0.9990670084953308","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.8823940753936768","0.9991793036460876","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9535771012306213","0.9991255402565002","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.03874105215072632","0.9096996784210205","0.9991928935050964","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.030636733397841454","0.001872443244792521","0.9990390539169312","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.030636733397841454","0.0022459584288299084","0.9990842342376709","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.059500277042388916","0.916642427444458","0.9988393187522888","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9866596460342407","0.9990842342376709","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9448405504226685","0.9989393353462219","1.0","1.0","0.9572852253913879","0.9766567945480347"
"1.0","1.0","1.0","1.0","0.030636733397841454","0.9866596460342407","0.9990942478179932","1.0","1.0","0.7222476601600647","0.9800174236297607"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9717828035354614","0.0026329795364290476","1.0","1.0","0.7222476601600647","0.9800174236297607"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9313810467720032","0.0026329795364290476","1.0","1.0","0.7222476601600647","0.9800174236297607"
"1.0","1.0","1.0","1.0","0.03874105215072632","0.8951184749603271","0.9990019202232361","1.0","1.0","0.8895197510719299","0.9773830771446228"
"1.0","1.0","1.0","1.0","0.03874105215072632","0.004252981394529343","0.9989769458770752","1.0","1.0","0.8895197510719299","0.9773830771446228"
"1.0","1.0","1.0","1.0","0.03874105215072632","0.004838479682803154","0.0026329795364290476","1.0","1.0","0.8895197510719299","0.9773830771446228"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9839059710502625","0.0026329795364290476","1.0","1.0","0.8895197510719299","0.9773830771446228"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.004838479682803154","0.0026329795364290476","1.0","1.0","0.8895197510719299","0.9773830771446228"
"1.0","1.0","1.0","1.0","0.03874105215072632","0.9085936546325684","0.0026329795364290476","1.0","1.0","0.678339958190918","0.0009001841535791755"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9085936546325684","0.0026329795364290476","1.0","1.0","0.8895197510719299","0.9773830771446228"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9717828035354614","0.9990942478179932","1.0","1.0","0.8895197510719299","0.9773830771446228"
"1.0","1.0","1.0","1.0","0.03357148543000221","0.9085936546325684","0.0026329795364290476","1.0","1.0","0.715587854385376","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.03357148543000221","0.9717828035354614","0.9990390539169312","1.0","1.0","0.715587854385376","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.032116927206516266","0.9879683256149292","0.0026329795364290476","1.0","1.0","0.715587854385376","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.032116927206516266","0.9455381035804749","0.9990842342376709","1.0","1.0","0.715587854385376","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.03430860489606857","0.0018477021949365735","0.9991293549537659","1.0","1.0","0.715587854385376","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.03357148543000221","0.0022659795358777046","0.9991523027420044","1.0","1.0","0.715587854385376","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.04135842248797417","0.002910517156124115","0.9989769458770752","1.0","1.0","0.715587854385376","0.9725870490074158"
"1.0","1.0","1.0","1.0","0.04135842248797417","0.9313810467720032","0.9989978671073914","1.0","1.0","0.7291489243507385","0.9800764918327332"
"1.0","1.0","1.0","1.0","0.04135842248797417","0.8758251667022705","0.9989977478981018","1.0","1.0","0.7291489243507385","0.9800764918327332"
"1.0","1.0","1.0","1.0","0.03357148543000221","0.8758251667022705","0.9989977478981018","1.0","1.0","0.7291489243507385","0.9800764918327332"
"1.0","1.0","1.0","1.0","0.032116927206516266","0.90285325050354","0.9990942478179932","1.0","1.0","0.7291489243507385","0.9800764918327332"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.916642427444458","0.0026329795364290476","1.0","1.0","0.9254536628723145","0.9800174236297607"
"1.0","1.0","1.0","1.0","0.03874105215072632","0.8859201669692993","0.9990082383155823","1.0","1.0","0.9039623737335205","0.9768396019935608"
"1.0","1.0","1.0","1.0","0.030636733397841454","0.8859201669692993","0.9990082383155823","1.0","1.0","0.9039623737335205","0.9768396019935608"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.9085936546325684","0.9991793036460876","1.0","1.0","0.6273658275604248","0.9729370474815369"
"1.0","1.0","1.0","1.0","0.03874105215072632","0.8733402490615845","0.9990905523300171","1.0","1.0","0.6273658275604248","0.9729370474815369"
"1.0","1.0","1.0","1.0","0.03006605990231037","0.8758251667022705","0.9989393353462219","1.0","1.0","0.6273658275604248","0.9729370474815369"
"1.0","1.0","1.0","1.0","0.03357148543000221","0.8888605237007141","0.9989836812019348","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.03357148543000221","0.9717828035354614","0.9992363452911377","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.03357148543000221","0.979339599609375","0.9989836812019348","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.032116927206516266","0.004878005012869835","0.9991163611412048","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.060970738530159","0.9434307813644409","0.9991793036460876","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.032116927206516266","0.8733402490615845","0.9991928935050964","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.04135842248797417","0.9717828035354614","0.9991793036460876","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.03357148543000221","0.9323654770851135","0.9991232752799988","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.04135842248797417","0.9781069159507751","0.9990905523300171","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.032116927206516266","0.8859201669692993","0.9989393353462219","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.03357148543000221","0.9437220096588135","0.9989836812019348","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.060970738530159","0.004355764016509056","0.9989894032478333","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.03357148543000221","0.0033577110152691603","0.0026329795364290476","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.032116927206516266","0.9839059710502625","0.9990842342376709","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.04135842248797417","0.9717828035354614","0.9992363452911377","1.0","1.0","0.825145959854126","0.9758239388465881"
"1.0","1.0","1.0","1.0","0.03357148543000221","0.8951184749603271","0.9988393187522888","1.0","1.0","0.9605100750923157","0.9800764918327332"
