^7:55 p.m.,^7:55 p.m.,0.018264174,False,False
^7:55 p.m.,^7:43 p.m.,0.018583566,False,True
^7:55 p.m.,^7:53 p.m.,0.018378308,False,True
^7:55 p.m.,^7:53 p.m.,0.01831791,False,True
^7:55 p.m.,^7:55 p.m.,0.018257426,False,False
^7:55 p.m.,^7:43 p.m.,0.018601181,False,True
^7:55 p.m.,^7:43 p.m.,0.01856502,False,True
^7:55 p.m.,^7:55 p.m.,0.018263765,False,False
^7:55 p.m.,^7:55 p.m.,0.018248696,False,False
^7:55 p.m.,^7:53 p.m.,0.018414775,False,True
^7:55 p.m.,^7:55 p.m.,0.01829156,False,False
^7:55 p.m.,^7:43 p.m.,0.018620864,False,True
^7:55 p.m.,^7:53 p.m.,0.018331558,False,True
^7:55 p.m.,^7:53 p.m.,0.018313045,False,True
^7:55 p.m.,^7:43 p.m.,0.018609144,False,True
^7:55 p.m.,^7:43 p.m.,0.018599944,False,True
^7:55 p.m.,^7:55 p.m.,0.01827096,False,False
^7:55 p.m.,^7:55 p.m.,0.018282412,False,False
^7:55 p.m.,^7:53 p.m.,0.018335821,False,True
^7:55 p.m.,^7:55 p.m.,0.018319989,False,False
^7:55 p.m.,^7:43 p.m.,0.018637227,False,True
^10:04 a.m.,^10:04 a.m.,0.024457607,True,False
^10:04 a.m.,^9:45 a.m.,0.021510664,True,False
^10:04 a.m.,^10:04 a.m.,0.024383862,True,False
^10:04 a.m.,^9:58 a.m.,0.021046128,True,False
^10:04 a.m.,^10:04 a.m.,0.024426483,True,False
^10:04 a.m.,^9:45 a.m.,0.021496467,True,False
^10:04 a.m.,^9:45 a.m.,0.021503916,True,False
^10:04 a.m.,^10:04 a.m.,0.024437644,True,False
^10:04 a.m.,^10:04 a.m.,0.02447178,True,False
^10:04 a.m.,^10:04 a.m.,0.02439128,True,False
^10:04 a.m.,^10:04 a.m.,0.024477074,True,False
^10:04 a.m.,^9:45 a.m.,0.021466235,True,False
^10:04 a.m.,^10:04 a.m.,0.024376031,True,False
^10:04 a.m.,^10:04 a.m.,0.024484893,True,False
^10:04 a.m.,^9:45 a.m.,0.021480171,True,False
^10:04 a.m.,^10:08A,0.06855645,True,False
^10:04 a.m.,^9:45 a.m.,0.02148155,True,False
^10:04 a.m.,^10:04aDec 1,0.027048586,True,False
^10:04 a.m.,^10:04aDec 1,0.026984451,True,False
^10:04 a.m.,^10:04 a.m.,0.024451239,True,False
^10:04 a.m.,^10:04 a.m.,0.024387686,True,False
^10:04 a.m.,^10:04 a.m.,0.024497753,True,False
^10:04 a.m.,^9:56 a.m.,0.020502657,False,True
^10:04 a.m.,^10:04 a.m.,0.02449979,True,False
^10:04 a.m.,^9:45 a.m.,0.021466369,True,False
^9:53 p.m.,^9:53 p.m.,0.018324733,False,False
^9:53 p.m.,^9:47 p.m.,0.018518677,False,True
^9:53 p.m.,^9:49 p.m.,0.017871482,False,True
^9:53 p.m.,^9:49 p.m.,0.017901735,False,True
^9:53 p.m.,^9:53 p.m.,0.018304106,False,False
^9:53 p.m.,^,0.35458833,True,False
^9:53 p.m.,^9:47 p.m.,0.018566608,False,True
^9:53 p.m.,^9:47 p.m.,0.018604245,False,True
^9:53 p.m.,^9:53 p.m.,0.018320268,False,False
^9:53 p.m.,^9:53 p.m.,0.01835002,False,False
^9:53 p.m.,^9:49 p.m.,0.01786798,False,True
^9:53 p.m.,^9:53 p.m.,0.018313954,False,False
^9:53 p.m.,^9:47 p.m.,0.018560713,False,True
^9:53 p.m.,^9:49 p.m.,0.01784168,False,True
^9:53 p.m.,^9:49 p.m.,0.017882606,False,True
^9:53 p.m.,^9:47 p.m.,0.01862696,False,True
^9:53 p.m.,^,0.35526723,True,False
^9:53 p.m.,^9:47 p.m.,0.018625487,False,True
^9:53 p.m.,^9:53 p.m.,0.018266508,False,False
^9:53 p.m.,^9:53 p.m.,0.018335773,False,False
^9:53 p.m.,^,0.35515806,True,False
^9:53 p.m.,^9:49 p.m.,0.017906763,False,True
^9:53 p.m.,^9:53 p.m.,0.01827774,False,False
^9:53 p.m.,^9:53 p.m.,0.018294202,False,False
^9:53 p.m.,^9:49 p.m.,0.01790421,False,True
^9:53 p.m.,^,0.35504216,True,False
^9:53 p.m.,^9:53 p.m.,0.018333888,False,False
^9:53 p.m.,^9:47 p.m.,0.01861343,False,True
^3:30 p.m.,^3:30 p.m.,0.020407675,False,False
^3:30 p.m.,^3:13 p.m.,0.021033969,True,False
^3:30 p.m.,^3:19 p.m.,0.0207205,True,False
^3:30 p.m.,^3:19 p.m.,0.02074432,True,False
^3:30 p.m.,^3:20 p.m. (Runway),0.0019731084,True,False
^3:30 p.m.,^,0.35474688,True,False
^3:30 p.m.,^3:19 p.m.,0.020743806,True,False
^3:30 p.m.,^3:13 p.m.,0.021084504,True,False
^3:30 p.m.,^3:13 p.m.,0.021016879,True,False
^3:30 p.m.,^3:20 p.m. (Runway),0.0019759838,True,False
^3:30 p.m.,^3:20 p.m. (runway),0.0020364416,True,False
^3:30 p.m.,^3:19 p.m.,0.020726236,True,False
^3:30 p.m.,^3:20 p.m. (Runway),0.0019797469,True,False
^3:30 p.m.,^3:13 p.m.,0.021020047,True,False
^3:30 p.m.,^3:19 p.m.,0.020709679,True,False
^3:30 p.m.,^3:19 p.m.,0.020729631,True,False
^3:30 p.m.,^3:13 p.m.,0.021082418,True,False
^3:30 p.m.,^3:13 p.m.,0.021085856,True,False
^3:30 p.m.,^3:30 p.m.,0.020266833,False,False
^3:30 p.m.,^3:19 p.m.,0.02070832,True,False
^3:30 p.m.,^3:20 p.m. (runway),0.002035003,True,False
^3:30 p.m.,^3:30 p.m.,0.020314958,False,False
^3:30 p.m.,^3:13 p.m.,0.02107789,True,False
^3:30 p.m.,^3:20 p.m. (runway),0.002028511,True,False
^3:30 p.m.,^3:13 p.m.,0.021093775,True,False
^10:36 a.m.,^10:36 a.m.,0.021387476,True,False
^10:36 a.m.,^10:34 a.m.,0.021746408,True,False
^10:36 a.m.,^10:29 a.m.,0.023178572,True,False
^10:36 a.m.,^10:29 a.m.,0.023157107,True,False
^10:36 a.m.,^10:36 a.m.,0.021295112,True,False
^10:36 a.m.,^10:29 a.m.,0.023205085,True,False
^10:36 a.m.,^10:34 a.m.,0.021816837,True,False
^10:36 a.m.,^10:36 a.m.,0.021369271,True,False
^10:36 a.m.,^10:36 a.m.,0.021331154,True,False
^10:36 a.m.,^10:29 a.m.,0.023176162,True,False
^10:36 a.m.,^10:29 a.m.,0.023187172,True,False
^10:36 a.m.,^10:36 a.m.,0.021308407,True,False
^10:36 a.m.,^10:34 a.m.,0.021858176,True,False
^10:36 a.m.,^10:29 a.m.,0.023199137,True,False
^10:36 a.m.,^10:29 a.m.,0.02318197,True,False
^10:36 a.m.,^10:34 a.m.,0.021819111,True,False
^10:36 a.m.,^10:36 a.m.,0.021330915,True,False
^10:36 a.m.,^Thu  10:28,0.031654518,True,False
^10:36 a.m.,^10:34 a.m.,0.021810472,True,False
^10:36 a.m.,^10:36aDec 1,0.02360207,True,False
^10:36 a.m.,^10:29 a.m.,0.023162689,True,False
^10:36 a.m.,^10:36 a.m.,0.021410104,True,False
^10:36 a.m.,^10:36 a.m.,0.021387395,True,False
^10:36 a.m.,^10:34 a.m.,0.021832697,True,False
^10:36 a.m.,^10:36 a.m.,0.021351974,True,False
^10:36 a.m.,^10:29 a.m.,0.023119505,True,False
^5:50 a.m.,^,0.3550278,True,False
^5:50 a.m.,^5:52 a.m.,0.021387702,True,False
^5:50 a.m.,^,0.3545754,True,False
^5:50 a.m.,^,0.35437736,True,False
^5:50 a.m.,^,0.3552266,True,False
^5:50 a.m.,^,0.3544134,True,False
^5:50 a.m.,^,0.35447422,True,False
^5:50 a.m.,^5:42 a.m. (Estimated runway),0.00048176624,True,False
^5:50 a.m.,^,0.35460666,True,False
