"index","id","beer_name","style","ounces","abv","ibu","brewery_id","brewery_name","city","state"
"1.0","1.0","1.0","1.0","0.7942625880241394","0.7814794182777405","0.0030231389682739973","1.0","1.0","1.0","0.8585427403450012"
"1.0","1.0","1.0","1.0","0.793212354183197","0.8037441968917847","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.8077009916305542","0.8121768236160278","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.7942625880241394","0.053806476294994354","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.604097843170166","0.8122222423553467","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.7942625880241394","0.8165590763092041","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.793212354183197","0.5042831897735596","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.8077009916305542","0.7943354845046997","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.793212354183197","0.7990296483039856","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.8077009916305542","0.8068745136260986","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.793212354183197","0.8024197816848755","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.793212354183197","0.7986170649528503","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.604097843170166","0.3420657217502594","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.793212354183197","0.8065966367721558","0.0030231389682739973","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.8077009916305542","0.4165055453777313","0.9994547963142395","1.0","1.0","1.0","0.8764162659645081"
"1.0","1.0","1.0","1.0","0.8077009916305542","0.7864956855773926","0.0030231389682739973","1.0","1.0","1.0","0.8585427403450012"
"1.0","1.0","1.0","1.0","0.793212354183197","0.7864956855773926","0.0030231389682739973","1.0","1.0","1.0","0.8585427403450012"
"1.0","1.0","1.0","1.0","0.03800906240940094","0.7864956855773926","0.0030231389682739973","1.0","1.0","1.0","0.8585427403450012"
"1.0","1.0","1.0","1.0","0.8077009916305542","0.7864956855773926","0.0030231389682739973","1.0","1.0","1.0","0.8585427403450012"
"1.0","1.0","1.0","1.0","0.793212354183197","0.7983728647232056","0.0030231389682739973","1.0","1.0","1.0","0.8835452198982239"
"1.0","1.0","1.0","1.0","0.793212354183197","0.7983728647232056","0.0030231389682739973","1.0","1.0","1.0","0.0827159509062767"
