"tuple_id","src","flight","sched_dep_time","act_dep_time","sched_arr_time","act_arr_time"
"1.0","1.0","1.0","0.9518694877624512","0.5389761924743652","0.6409732699394226","0.7794410586357117"
"1.0","1.0","1.0","0.9367803931236267","0.7070726156234741","0.6832267045974731","0.0016850099200382829"
"1.0","1.0","1.0","0.9619361162185669","0.0161424707621336","0.6210098266601562","0.0016850099200382829"
"1.0","1.0","1.0","0.9540797472000122","0.48705995082855225","0.622742235660553","0.7859411835670471"
"1.0","1.0","1.0","0.9375013113021851","0.513923704624176","0.46564191579818726","0.6839882135391235"
"1.0","1.0","1.0","0.9375013113021851","0.0161424707621336","0.005142786540091038","0.0016850099200382829"
"1.0","1.0","1.0","0.9334046244621277","0.4334218204021454","0.6763992309570312","0.8721314072608948"
"1.0","1.0","1.0","0.9501863718032837","0.5915451049804688","0.6951733231544495","0.7591579556465149"
"1.0","1.0","1.0","0.9524510502815247","0.698846161365509","0.5392824411392212","0.7461930513381958"
"1.0","1.0","1.0","0.9613837599754333","0.5884513258934021","0.5901714563369751","0.7756980657577515"
"1.0","1.0","1.0","0.9465221166610718","0.513848602771759","0.5254721641540527","0.788836658000946"
"1.0","1.0","1.0","0.9388033747673035","0.412748783826828","0.6898646354675293","0.1320246309041977"
"1.0","1.0","1.0","0.9524510502815247","0.5146201252937317","0.6184229254722595","0.287466824054718"
"1.0","1.0","1.0","0.9516257047653198","0.412748783826828","0.6247227191925049","0.5582984685897827"
"1.0","1.0","1.0","0.9527667164802551","0.5463348627090454","0.4596881866455078","0.745158851146698"
"1.0","1.0","1.0","0.9301232695579529","0.5063512325286865","0.6016358733177185","0.7829485535621643"
"1.0","1.0","1.0","0.9389262199401855","0.7364582419395447","0.5254721641540527","0.6401854157447815"
"1.0","1.0","1.0","0.8795490860939026","0.47550126910209656","0.6905434727668762","0.14528168737888336"
"1.0","1.0","1.0","0.955412745475769","0.521095871925354","0.7277436852455139","0.6605158448219299"
"1.0","1.0","1.0","0.9557380080223083","0.48753419518470764","0.5464659929275513","0.7104311585426331"
"1.0","1.0","1.0","0.9312962293624878","0.513848602771759","0.46564191579818726","0.8349992632865906"
"1.0","1.0","1.0","0.9542174935340881","0.8114438056945801","0.6477920413017273","0.766766369342804"
"1.0","1.0","1.0","0.9535800218582153","0.4234403669834137","0.6810322403907776","0.1650737226009369"
"1.0","1.0","1.0","0.95365309715271","0.7954249978065491","0.6653904318809509","0.679107666015625"
"1.0","1.0","1.0","0.9311236143112183","0.698846161365509","0.6717780828475952","0.8591452240943909"
"1.0","1.0","1.0","0.9613837599754333","0.6094070672988892","0.7171849608421326","0.8314956426620483"
"1.0","1.0","1.0","0.9518694877624512","0.5144843459129333","0.6280663013458252","0.8374663591384888"
"1.0","1.0","1.0","0.9420400857925415","0.737667441368103","0.4795083999633789","0.7653278112411499"
"1.0","1.0","1.0","0.9112350940704346","0.7305970191955566","0.6195144057273865","0.72575443983078"
"1.0","1.0","1.0","0.9312962293624878","0.5063512325286865","0.5840402245521545","0.7871853709220886"
"1.0","1.0","1.0","0.9312962293624878","0.3732042610645294","0.6329110860824585","0.3467688262462616"
