"tuple_id","src","flight","sched_dep_time","act_dep_time","sched_arr_time","act_arr_time"
"1.0","1.0","1.0","0.8131529092788696","0.7346379160881042","0.8011200428009033","0.6814482808113098"
"1.0","1.0","1.0","0.8044955730438232","0.817233681678772","0.7301774024963379","0.7917571663856506"
"1.0","1.0","1.0","0.8040750622749329","0.8016802072525024","0.79265958070755","0.7917571663856506"
"1.0","1.0","1.0","0.8115850687026978","0.6609363555908203","0.8057524561882019","0.6983800530433655"
"1.0","1.0","1.0","0.8085846304893494","0.6507229208946228","0.7938640117645264","0.8001859188079834"
"1.0","1.0","1.0","0.8085846304893494","0.8016802072525024","0.18627001345157623","0.7917571663856506"
"1.0","1.0","1.0","0.8099157214164734","0.6717453002929688","0.8038475513458252","0.7290854454040527"
"1.0","1.0","1.0","0.817528486251831","0.7742894887924194","0.7893528938293457","0.6830499768257141"
"1.0","1.0","1.0","0.7892510890960693","0.6839362978935242","0.7886980175971985","0.7445023059844971"
"1.0","1.0","1.0","0.813508927822113","0.6876302361488342","0.8037346005439758","0.7462895512580872"
"1.0","1.0","1.0","0.7869625091552734","0.6555007100105286","0.8016902804374695","0.8063865900039673"
"1.0","1.0","1.0","0.8110361099243164","0.6567023992538452","0.7678862810134888","0.7617380023002625"
"1.0","1.0","1.0","0.7892510890960693","0.6304609179496765","0.7430316805839539","0.748351514339447"
"1.0","1.0","1.0","0.798824667930603","0.6567023992538452","0.7973729968070984","0.7722048759460449"
"1.0","1.0","1.0","0.8177992701530457","0.7780818939208984","0.7920700311660767","0.7504850625991821"
"1.0","1.0","1.0","0.8099365830421448","0.6502060890197754","0.7322947978973389","0.7721184492111206"
"1.0","1.0","1.0","0.7900323271751404","0.6427519917488098","0.8016902804374695","0.7975716590881348"
"1.0","1.0","1.0","0.8108692169189453","0.675005316734314","0.771102249622345","0.7622495889663696"
"1.0","1.0","1.0","0.8116885423660278","0.7134960889816284","0.7959953546524048","0.7891345620155334"
"1.0","1.0","1.0","0.7845392823219299","0.5936722159385681","0.801669716835022","0.7560558915138245"
"1.0","1.0","1.0","0.7909855246543884","0.6555007100105286","0.7938640117645264","0.7649542689323425"
"1.0","1.0","1.0","0.8111855983734131","0.7921658158302307","0.7965559363365173","0.7228447198867798"
"1.0","1.0","1.0","0.8144955039024353","0.6979374885559082","0.7611161470413208","0.7308766841888428"
"1.0","1.0","1.0","0.8085232377052307","0.8212655186653137","0.7956723570823669","0.7484236359596252"
"1.0","1.0","1.0","0.808620810508728","0.6839362978935242","0.7957223057746887","0.7488332390785217"
"1.0","1.0","1.0","0.813508927822113","0.7032726407051086","0.7913959622383118","0.7761334776878357"
"1.0","1.0","1.0","0.8131529092788696","0.6862114071846008","0.7960302233695984","0.6819747090339661"
"1.0","1.0","1.0","0.8153796792030334","0.8214333653450012","0.7902066707611084","0.7792938947677612"
"1.0","1.0","1.0","0.8154235482215881","0.7660577893257141","0.784555196762085","0.6985148787498474"
"1.0","1.0","1.0","0.7909855246543884","0.6502060890197754","0.7938271164894104","0.7576302886009216"
"1.0","1.0","1.0","0.7909855246543884","0.624548077583313","0.7428324818611145","0.7949666380882263"
"1.0","1.0","1.0","0.80592942237854","0.8016802072525024","0.17854347825050354","0.7917571663856506"
"1.0","1.0","1.0","0.8079610466957092","0.8016802072525024","0.17719295620918274","0.7917571663856506"
"1.0","1.0","1.0","0.816865086555481","0.8016802072525024","0.736920952796936","0.7917571663856506"
"1.0","1.0","1.0","0.8134937882423401","0.6682078242301941","0.7600172162055969","0.7716566920280457"
"1.0","1.0","1.0","0.8117011785507202","0.7198775410652161","0.7678862810134888","0.7423703074455261"
"1.0","1.0","1.0","0.8117015361785889","0.8016802072525024","0.7886980175971985","0.7917571663856506"
"1.0","1.0","1.0","0.8154197931289673","0.7880529165267944","0.7913645505905151","0.7917571663856506"
"1.0","1.0","1.0","0.811053454875946","0.7712832093238831","0.7924758195877075","0.7305428981781006"
"1.0","1.0","1.0","0.8189839720726013","0.794651985168457","0.7978171706199646","0.7548761367797852"
"1.0","1.0","1.0","0.8144955039024353","0.6682078242301941","0.7635124921798706","0.7622495889663696"
"1.0","1.0","1.0","0.808620810508728","0.6921656727790833","0.8076362013816833","0.7501708269119263"
"1.0","1.0","1.0","0.8176178336143494","0.8250592350959778","0.7920700311660767","0.7414421439170837"
"1.0","1.0","1.0","0.8117011785507202","0.68712317943573","0.7691949605941772","0.7622495889663696"
"1.0","1.0","1.0","0.8100671768188477","0.7921658158302307","0.7873644232749939","0.7381616830825806"
"1.0","1.0","1.0","0.793841540813446","0.6099135279655457","0.801669716835022","0.7842423319816589"
"1.0","1.0","1.0","0.8151776790618896","0.7991763949394226","0.7923648953437805","0.7905076742172241"
"1.0","1.0","1.0","0.8131529092788696","0.7055517435073853","0.7915838956832886","0.7501708269119263"
"1.0","1.0","1.0","0.813508927822113","0.7341177463531494","0.8022329211235046","0.7144502997398376"
"1.0","1.0","1.0","0.8131529092788696","0.675005316734314","0.7645117044448853","0.7330268621444702"
"1.0","1.0","1.0","0.7952727675437927","0.7346379160881042","0.787230372428894","0.7038975358009338"
"1.0","1.0","1.0","0.8074117302894592","0.8016802072525024","0.736920952796936","0.7917571663856506"
"1.0","1.0","1.0","0.7952727675437927","0.6609363555908203","0.787230372428894","0.7197789549827576"
"1.0","1.0","1.0","0.7952727675437927","0.6458979249000549","0.787230372428894","0.7266775965690613"
"1.0","1.0","1.0","0.7952727675437927","0.6925574541091919","0.787230372428894","0.7038975358009338"
"1.0","1.0","1.0","0.7952727675437927","0.8053118586540222","0.787230372428894","0.7466410994529724"
